0.000000, -0.115894, -1.212329, -0.112024, 0.233717, -2.220815, -0.207614, -3.667078, 4.279324, -1.763312, 2.492389, 0.616975, 2.077449, 2.948885, -0.750593, -0.279297, -2.443354, 0.943737, 1.237309, 0.596842, 2.233084, 1.197513, 0.910314, 
0.000000, -0.145241, -0.078208, 0.540574, -0.151096, 0.255133, 0.038015, 0.635818, -0.699401, 0.437986, 0.240553, -0.134783, 0.003263, -1.581540, 0.362558, -0.637105, 0.324654, -1.265854, -0.593438, -0.744006, -1.608101, -0.720184, -1.308289, 
0.000000, 0.164215, -0.371622, -0.465508, -0.387728, -0.496081, -0.042633, -0.771234, 0.298895, 0.112417, -0.481960, -0.127819, -0.078093, -0.443145, 0.760899, -0.096854, -0.058439, -0.180702, -0.980969, -1.229573, 0.036963, -0.319661, -1.049739, 
0.000000, 0.051637, -1.035369, 0.352201, 0.029875, -0.258309, -0.279956, -0.016747, 0.701772, 0.095460, 0.112652, 0.326246, 0.162120, -0.713523, 0.671329, -0.464903, 0.378941, -0.653247, -1.013000, -0.778365, -0.020580, -0.457397, -0.488226, 
0.000000, 0.687222, 0.467088, 0.339866, 0.116762, 0.595959, 0.312284, 0.619110, -1.191424, 0.389435, -1.121632, -0.319950, -1.014409, -0.417295, 0.770711, -0.589353, 0.972332, -0.604165, -1.073934, -0.163125, 0.149546, -0.240436, -0.666811, 
0.000000, -0.653520, -0.351232, -0.610644, 0.541624, -0.569686, -0.329694, -0.971932, 1.433357, 0.482720, 0.964114, -0.351174, 0.957958, -0.899023, 0.255769, -0.296655, 0.082083, -1.231653, -0.536696, -1.000757, -0.892359, -1.110476, -0.452090, 
0.000000, -0.307193, -0.729894, -0.318268, 0.293524, -0.014768, -0.317314, -0.286711, -0.301708, 0.479207, -0.358770, -0.191528, -0.281955, -0.872040, 0.664429, -0.599872, 0.237403, -0.823812, -0.929529, -1.066904, -1.815144, -1.122186, -0.515584, 
0.000000, 0.523896, 1.030482, 0.428262, -0.456923, 1.994657, -0.082465, 2.036968, -3.095361, 1.059350, -1.696368, -0.237098, -0.811290, -1.945826, 0.725914, -0.191167, 1.735701, -0.881423, -1.407366, -1.411423, -1.506721, -0.962424, -1.518562, 
0.000000, 0.167576, 1.234838, 0.852924, -0.153104, 1.265694, 0.158625, 2.270971, -3.027439, 1.301640, -1.861306, -0.081855, -1.225428, -2.581692, 0.935451, -0.240810, 1.817297, -1.671157, -1.916773, -1.060010, -2.046284, -1.356264, -1.542768, 
0.000000, 0.013688, 0.063994, -0.114115, 0.076691, -0.191909, 0.474451, 0.504920, 0.274614, 0.580042, -0.130186, -0.339404, 0.044625, -0.792126, 0.579073, -0.075838, 0.080833, -0.797870, -0.778100, -0.693054, -0.844727, -0.280093, -0.202115, 
0.000000, 0.104953, 0.576542, -0.205069, -0.421381, 0.873231, 0.378486, 1.026066, -1.283953, 0.488098, -0.649566, 0.020793, -0.466504, -0.723840, 0.559641, -0.004472, 0.149784, -0.415786, -0.688244, -0.893590, -0.881877, -0.630420, -0.205571, 
0.000000, 0.622281, 1.465127, 0.054994, -0.157783, 1.994205, 0.123079, 2.929347, -3.601974, 1.716747, -2.403591, -0.361129, -1.489896, -2.238471, 1.052487, -0.373719, 1.869474, -1.480022, -1.752833, -1.221239, -2.482620, -1.966889, -1.247036, 
0.000000, -0.524554, -0.893691, -0.320900, -0.081425, -1.257406, -0.032652, -0.769310, 1.402506, -0.252536, -0.064488, 0.070552, -0.684984, 0.673615, 0.812428, -0.306819, 0.537278, -1.128815, -0.887672, -0.836920, -0.113854, -0.864917, -0.796087, 
0.000000, 0.550116, 1.400236, 0.085928, -0.583933, 2.086429, 0.099981, 2.969065, -4.111700, 1.454406, -3.119509, -0.700188, -2.724790, -1.666730, 1.330828, -0.917368, 2.009219, -1.439064, -1.856970, -1.160954, -1.219375, -1.313747, -1.059030, 
0.000000, 0.480108, 0.556110, -0.160414, 0.281694, 0.424335, -0.139126, 0.260276, -0.962401, 1.183267, -0.251251, 0.088391, -0.047622, -1.685768, 0.305274, -0.418213, 0.234121, -0.295855, -0.989142, -0.759198, -1.479781, -0.502078, -1.006815, 
0.000000, 0.420907, -0.190522, 0.469710, 0.307110, -0.032568, -0.212760, -0.317414, -0.376683, 0.354509, -0.050226, -0.333973, 0.124284, 0.018544, -0.263201, 0.117903, 0.133768, 0.106264, -0.303134, -0.550033, -0.224709, 0.060468, -0.431259, 
0.000000, 0.791131, 2.175363, 0.932171, -0.622959, 2.404893, -0.392079, 3.444098, -4.423644, 2.068703, -2.159537, -0.339454, -2.261549, -2.759692, 1.255216, -0.582107, 1.507418, -1.660760, -1.352747, -1.488242, -1.963386, -1.830967, -1.112044, 
0.000000, 0.552009, 1.047751, 0.713267, -0.532525, 1.300682, 0.014921, 2.160569, -3.199253, 1.355014, -2.405227, -0.827087, -2.119085, -1.843052, 1.232735, -0.867809, 2.094431, -1.158457, -1.630952, -0.731798, -1.854609, -1.858274, -0.773971, 
0.000000, -0.270726, 0.465121, -0.137774, 0.357050, 0.527057, -0.251420, 0.102207, -0.279581, 0.756434, -0.391550, -0.133537, -0.551997, -0.208149, -0.051088, -0.484187, 0.338581, -0.065626, -0.863527, -0.346423, -0.266048, -0.890717, -0.211674, 
0.000000, -0.032121, -0.490307, 0.022910, -0.004455, -0.433961, -0.272263, -0.145500, 0.048865, 1.241724, 0.147753, 0.193939, 0.012956, -1.223347, 0.852943, -0.955416, 0.338815, -1.781338, -1.331851, -0.843686, -2.195659, -1.186853, -0.700786, 
